Başlık,Not,URL,Etiketler,Yorum
212 Outlet,,https://www.google.com/maps/place/212+Outlet/data=!4m2!3m1!1s0x14caa5a83957dee3:0xbd5ae729a0ad57d7,,
Vega AVM İstanbul,,https://www.google.com/maps/place/Vega+AVM+%C4%B0stanbul/data=!4m2!3m1!1s0x14cab12ab313ba39:0xbedfe7202fb5f31,,
Venezia Mega Outlet,,https://www.google.com/maps/place/Venezia+Mega+Outlet/data=!4m2!3m1!1s0x14cab025c4de7167:0xb112f4f1997a82d6,,
Canpark AVM,,https://www.google.com/maps/place/Canpark+AVM/data=!4m2!3m1!1s0x14cac8e56dc451e9:0x4e7e5d90c8765604,,
Forum İstanbul,,https://www.google.com/maps/place/Forum+%C4%B0stanbul/data=!4m2!3m1!1s0x14caba84fffd6e93:0x2929ccdd474199d,,
Zeruj Port AVM,,https://www.google.com/maps/place/Zeruj+Port+AVM/data=!4m2!3m1!1s0x14cabbaf637830dd:0x53610204661674e3,,
Marmara Forum Alışveriş Merkezi,,https://www.google.com/maps/place/Marmara+Forum+Al%C4%B1%C5%9Fveri%C5%9F+Merkezi/data=!4m2!3m1!1s0x14cabca0a7d3c431:0x60142cce9c508686,,
Hilltown,,https://www.google.com/maps/place/Hilltown/data=!4m2!3m1!1s0x14cac68bd591c5bd:0xebe3a645da2c27c6,,
Capitol AVM,,https://www.google.com/maps/place/Capitol+AVM/data=!4m2!3m1!1s0x14cab7fb8f7d411d:0x488dd43d4447a20a,,
Akasya AVM,,https://www.google.com/maps/place/Akasya+AVM/data=!4m2!3m1!1s0x14cac7f0882bb5db:0x8f002035885528db,,
Emaar Square AVM,,https://www.google.com/maps/place/Emaar+Square+AVM/data=!4m2!3m1!1s0x14cac7de4d07f7ef:0xbc3f51296f041508,,
VIALAND AVM,,https://www.google.com/maps/place/VIALAND+AVM/data=!4m2!3m1!1s0x14cab0e3a5df0e0f:0x92cca1f552c70188,,
Galataport İstanbul,,https://www.google.com/maps/place/Galataport+%C4%B0stanbul/data=!4m2!3m1!1s0x14cab9d81ea6df6f:0x915b49a4a47881e7,,
Zorlu Center,,https://www.google.com/maps/place/Zorlu+Center/data=!4m2!3m1!1s0x14cab65067842823:0x8d8c665ab915f7de,,
Metrocity Alışveriş Merkezi,,https://www.google.com/maps/place/Metrocity+Al%C4%B1%C5%9Fveri%C5%9F+Merkezi/data=!4m2!3m1!1s0x14cab64261a9c0e5:0xf46c2150f17f61fe,,
Akmerkez,,https://www.google.com/maps/place/Akmerkez/data=!4m2!3m1!1s0x14cab722108c31fb:0x22d0e0353c3ad409,,
Sapphire Alışveriş Merkezi,,https://www.google.com/maps/place/Sapphire+Al%C4%B1%C5%9Fveri%C5%9F+Merkezi/data=!4m2!3m1!1s0x14cab656959aaab3:0xcd5af23576166da6,,
AXİS AVM,,https://www.google.com/maps/place/AX%C4%B0S+AVM/data=!4m2!3m1!1s0x14cab6eb5aa3c617:0x8b7ab214223c27bd,,
Vadistanbul Alışveriş Merkezi,,https://www.google.com/maps/place/Vadistanbul+Al%C4%B1%C5%9Fveri%C5%9F+Merkezi/data=!4m2!3m1!1s0x14cab427c7719cd3:0x7075e8e9804d904b,,
İstinye Park Alışveriş Merkezi,,https://www.google.com/maps/place/%C4%B0stinye+Park+Al%C4%B1%C5%9Fveri%C5%9F+Merkezi/data=!4m2!3m1!1s0x14cab59291089e1f:0x3352c1d8c1741990,,
Cemal Sahir Cad. Profilo Alışveriş Merkezi No:33,,https://www.google.com/maps/place/Cemal+Sahir+Cad.+Profilo+Al%C4%B1%C5%9Fveri%C5%9F+Merkezi+No:33/data=!4m2!3m1!1s0x14cab655d2e22435:0xf1da97c1f2ddd6b8,,
Kanyon AVM,,https://www.google.com/maps/place/Kanyon+AVM/data=!4m2!3m1!1s0x14cab668046b358d:0xaa7c419109c4bcb6,,
ÖzdilekPark İstanbul AVM,,https://www.google.com/maps/place/%C3%96zdilekPark+%C4%B0stanbul+AVM/data=!4m2!3m1!1s0x14cab65d55ad4def:0x3ac56569848c0795,,
Trump Alışveriş Merkezi,,https://www.google.com/maps/place/Trump+Al%C4%B1%C5%9Fveri%C5%9F+Merkezi/data=!4m2!3m1!1s0x14cab665cc6acb1d:0x16e0398ddb08ec45,,
İstanbul Cevahir Alışveriş ve Eğlence Merkezi,,https://www.google.com/maps/place/%C4%B0stanbul+Cevahir+Al%C4%B1%C5%9Fveri%C5%9F+ve+E%C4%9Flence+Merkezi/data=!4m2!3m1!1s0x14cab7023f69f4c7:0x31b74f9588343eef,,
